,Müll,-2,rubbish,-2.1,Everything from here until liwc is added by George Paltoglou,N_lemma
1231,Tragoedie*,-3.0,traged*,-3,,
1232,tragisch*,-3.0,tragic*,-3,,
1233,still*,2.0,tranquil*,2,,
1234,ruhig*,2.0,tranquil*,2,,
1235,traumatisch*,-4.0,trauma*,-4,,
1236,Trauma*,-4.0,trauma*,-4,,
1237,zittrig*,-3.0,trembl*,-3,,
1238,Zittern*,-3.0,trembl*,-3,,
1239,verarsch*,-2.0,trick*,-2,,
1240,abgedroschen*,-3.0,trite,-3,,
1241,Triumph*,3.0,triumph*,3,,
1242,triumphiere*,3.0,triumph*,3,,
1243,trivial*,-2.0,trivi*,-2,,
1244,Problem*,-2.0,troubl*,-2,,
1245,wahr*,2.0,TRUE,2,,
1246,Richtigkeit,2.0,trueness,2,,
1247,wahrer,2.0,truer,2,,
1248,wahrsten,2.0,truest,2,,
1249,Bejeweled,2.0,truly,2,,
1250,Vertrauen*,2.0,trust*,2,,
1251,Wahrheit*,2.0,truth*,2,,
1252,Aufruhr,-3.0,turmoil,-3,,
1253,Turbulenzen,-3.0,turmoil,-3,,
1254,häßlich*,-3.0,ugl*,-3,,
1255,haesslich*,-3.0,ugl*,-3,,
1256,unattraktiv*,-3.0,unattractive,-3,,
1257,unsicher*,-1.0,uncertain*,-1,,
1258,unkomfortab*,-3.0,uncomfortabl*,-3,,
1259,unbeherrscht*,-2.0,uncontrol*,-2,,
1260,unkontroliertl*,-2.0,uncontrol*,-2,,
1261,unglückselig*,-3.0,unfortunate*,-2,,
1262,unglueckselig*,-3.0,unfortunate*,-2,,
1263,unglücklich*,-2.0,unfortunate*,-2,,
1264,ungluecklich*,-2.0,unfortunate*,-2,,
1265,unfreundlich,-3.0,unfriendly,-3,,
1266,undankbar*,-3.0,ungrateful*,-3,,
1267,unglücklich*,-3.0,unhapp*,-3,,
1268,ungluecklich*,-3.0,unhapp*,-3,,
1269,unwichtig*,-2.0,unimportant,-2,,
1270,unfreundlich,-3.0,unkind,-3,,
1271,unangenehm,-3.0,unpleasant,-3,,
1272,ungeschützt*,-3.0,unprotected,-3,,
1273,ungeschuetzt*,-3.0,unprotected,-3,,
1274,erfolglos*,-3.0,unsuccessful*,-3,,
1275,unsicher*,-1.0,unsure*,-1,,
1276,unwillkommen*,-3.0,unwelcom*,-3,,
1277,aufregen*,-3.0,upset*,-3,,
1278,verklemmt*,-3.0,uptight*,-3,,
1279,nützlich*,2.0,useful*,2,,
1280,nuetzlich*,2.0,useful*,2,,
1281,nutzlos*,-3.0,useless*,,-3,
1282,vergeblich*,-3.0,vain,-3,,
1283,wertvoll*,2.0,valuabl*,2,,
1284,Wert,2.0,value,2,,N_lemma
1285,geschätzt,2.0,valued,2,,V_ff
1286,geschaetzt,2.0,valued,2,,
1287,Werte,2.0,values,2,,N_ff
1288,Bewertung,2.0,valuing,2,,N_lemma
1289,Eitelkeit,-2.0,vanity,-2,,N_lemma
1290,Teufelskreis*,-4.0,vicious*,-4,,
1291,Opfer*,-3.0,victim*,-3,,
1292,Kraft*,1.0,vigor*,1,,
1293,Kraft*,1.0,vigour*,1,,
1294,Bösewicht*,-3.0,villain*,-3,,
1295,Boesewicht*,-3.0,villain*,-3,,
1296,Gauner*,-3.0,villain*,-3,,
1297,Räuber*,-3.0,villain*,-3,,
1298,Raeuber*,-3.0,villain*,-3,,
1299,verstoßen*,-3.0,violat*,-4,,
1300,verstossen*,-3.0,violat*,-4,,
1301,Verstoß*,-3.0,violat*,-4,,
1302,Verstoss*,-3.0,violat*,-4,,
1303,brutal*,-3.0,violent*,-3,,
1304,gewalttätig*,-3.0,violent*,-3,,
1305,gewalttaetig*,-3.0,violent*,-3,,
1306,Tugend*,3.0,virtue*,3,,
1307,Virtuos*,3.0,virtuo*,3,,
1308,lebenswichtig*,1.0,vital*,1,,
1309,vital*,2.0,vital*,1,,
1310,verwundbar*,-3.0,vulnerab*,-3,,
1311,verletzlich*,-3.0,vulnerab*,-3,,
1312,verletzbar*,-3.0,vulnerab*,-3,,
1313,Geier*,-3.0,vulture*,-3,,
1314,Pleitegeier*,-2.0,vulture*,-3,,
1315,Pleite*,-2.0,vulture*,-3,,
1316,Krida,-2.0,,-3,,
1317,Krieg,-3.0,war,-3,,N_lemma
1318,Kriegstreib*,-3.0,warfare*,-3,,
1319,warm*,1.0,warm*,1,,
1320,wärm*,1.0,warm*,1,,
1321,waerm*,1.0,warm*,1,,
1322,Kriegspartei*,-3.0,warring,-3,,
1323,Kriegs*,-3.0,warring,-3,,
1324,Kriege,-3.0,wars,-3,,N_ff
1325,schwach*,-2.0,weak*,-2,,
1326,schwäch*,-2.0,weak*,-2,,
1327,schwaech*,-2.0,weak*,-2,,
1328,schwächst*,-3.0,weak*,-2,,
1329,schwaechst*,-3.0,weak*,-2,,
1330,Reichtum*,1.0,wealth*,1,,
1331,Vermögen*,1.0,wealth*,1,,
1332,Vermoegen*,1.0,wealth*,1,,
1333,Waffel*,-1.0,weapon*,-1  blocker,,
1334,Waffe*,-2.0,weapon*,-1,,
1335,weinen*,-3.0,weep*,-3,,
1336,irre,-3.0,weird*,-3,,
1337,verrückt*,-3.0,weird*,-3,,
1338,verrueckt*,-3.0,weird*,-3,,
1339,weird*,-3.0,weird*,-3,,
1340,welcom*,2.0,welcom*,2,,
1341,gut*,2.0,well*,2,,
1342,weinte,-4.0,wept,-4,,
1343,jammern*,-3.0,whine*,-3,,
1344,Jammern,-3.0,whining,-3,,
1345,Hure*,-3.0,whore*,-3,,
1346,Prostituier*,-3.0,whore*,-3,,
1347,böse*,-3.0,wicked*,-3,,
1348,boese*,-3.0,wicked*,-3,,
1349,verdorben*,-3.0,wicked*,-3,,
1350,Weichei*,-3.0,wimp*,-3,,
1351,Feigling*,-3.0,wimp*,-3,,
1352,Gewinn*,1.0,win,1,,
1353,Sieger*,1.0,winn*,1,,
1354,siegreich*,1.0,wins,1,,
1355,gewinnt,1.0,wins,1,,
1356,gewonn*,1.0,wins,1,,
1357,Weisheit,1.0,wisdom,1,,
1358,klug*,1.0,wise*,1,,
1359,Hexe*,-1.0,witch,-1,,
1360,Hexenver*,-3.0,witch,-1 verbrennung verfolgung,,
1361,Wehe*,-2.0,woe*,-2,,
1362,wunderbar*,3.0,wonderf*,3,,
1363,besorgt*,-4.0,worr*,-4,,
1364,unbesorgt*,3.0,worr*,-4,,
1365,schlimmer*,-3.0,worse*,-3,,
1366,Verehrung*,2.0,worship*,2,,
1367,Vergötter*,2.0,worship*,2,,
1368,Vergoetter*,2.0,worship*,2,,
1369,schlimmste*,-3.0,worst,-3,,
1370,wertlos*,-3.0,worthless*,-3,,
1371,nutzlos*,-3.0,worthless*,-3,,
1372,lohnen*,2.0,worthwhil,2,,
1373,lohnend*,2.0,worthwhile,2,,
1374,wow*,3.0,wow*,3,,
1375,whow*,3.0,wow*,3,,
1376,boah,3.0,wow*,3,,
1377,falsch*,-2.0,wrong*,-2,,
1378,wtf,-3.0,wtf,-3,what the fuck?,
1379,xox*,2.0,xox*,2,,
1380,xxx*,2.0,xxx*,2,,
1381,sehnen,-2.0,yearn*,-2,,V_lemma
1382,Sehnsucht*,-1.0,yearn*,- ?? pos?? neg???,,
1383,sehnsüchtig,-1.0,??? pos/neg ???,   A_lemma,,
1384,Lahmarsch*,-3.0,insult,,,
1385,Depp*,-4.0,,,,
1386,Trottel*,-3.0,insult,,,
1387,sympathisch*,3.0,,,,
1388,unsympathisch,-3.0,,,,A_lemma
1389,Unsympathler,-3.0,,,,
1390,Sympathie*,3.0,,,,
1391,Unsympathler*,-3.0,insult  NONEG,,,
1392,präpotent*,-3.0,,,,
1393,praepotent*,-3.0,,,,
1394,Grufti*,-2.0,NEU,,insult,
1395,Fetzenschäd*,-3.0,insult NONEG,,,
1396,Fetzenschaed*,-3.0,insult NONEG,,,
1397,Vollkoffer*,-3.0,insult,,,
1398,Fetzen,-2.0,insult? Trunkenheit / Kleidungsstueck Noun! ,,,
1399,Fetzenschäd*,-3.0,insult,,,
1400,Fetzenschaed*,-3.0,insult,,,
1401,Kotzbrock*,-3.0,insult NONEG,,,
1402,Fetzenschäd*,-3.0,insult,,,
1403,Fetzenschaed*,-3.0,insult,,,
1404,Vollkoffer*,-3.0,insult,,,
1405,Idiot*,-3.0,insult,,,
1406,Dillo,-3.0,insult,,,
1407,kotz*,-3.0,NEU,, NONEG,
1408,auskotz*,-3.0,NEU,, NONEG,
1409,speib*,-3.0,NEU,, NONEG,
1410,anspeiben,-3.0,NEU,, NONEG,V_lemma
1411,erbrechen,-3.0,NEU,, NONEG,V_lemma
1412,anscheißen,-3.0,NEU,,,V_lemma
1413,Anschiß,-3.0,NEU,,,
1414,Anschiss,-3.0,NEU,,,
1415,Unschuldsvermutung,-3.0,,,,
1416,Unschuldslamm*,-3.0,,,,
1417,Unschuldsengel*,-3.0,,,,
1418,Unschuldsmine*,-3.0,,,,
1419,Esel,-2.0,NEU NONEG,,,
1420,Pfosten,-2.0,NEU NONEG austria,,,
1421,Wichigtuer*,-3.0,,,,
1422,Großmaul*,-3.0,,,,
1423,Grossmaul*,-3.0,,,,
1424,überschätz*,-2.0,,,,
1425,ueberschaetz*,-2.0,,,,
1426,unterschätz*,-1.0,,,,
1427,unterschaetz*,-1.0,,,,
1428,überbewert*,-2.0,,,,
1429,ueberbewert*,-2.0,,,,
1430,überheblich*,-2.0,,,,
1431,ueberheblich*,-2.0,,,,
1432,ignorant*,-2.0,,,,
1433,ahnungslos*,-2.0,,,,
1434,überfordert*,-2.0,,,,
1435,ueberfordert*,-2.0,,,,
1436,aufgetakelt*,-2.0,,,,
1437,kaputt*,-2.0,,,,
1438,beschädigt*,-2.0,,,,
1439,beschaedigt*,-2.0,,,,
1440,abgehalfter*,-2.0,,,,
1441,eingeschränkt*,-1.0,,,,
1442,eingeschraenkt*,-1.0,,,,
1443,Stumpfsinn,-3.0,,,,
1444,stumpfsinnig,-3.0,,,,
1445,sauteuer,-3.0,,,from herre on: new entries for v5 (HP),
1446,Unfall,-3.0,,,,N_lemma
1447,Unfall*,-3.0,,,,
1448,überteuert,-3.0,,,,
1449,Verteuerung,-2.0,,,,
1450,Blechschaden,-3.0,,,,
1451,Reifenschaden*,-3.0,,,,
1452,Reifenschäden*,-3.0,,,,
1453,Motorschaden,-3.0,,,,N_lemma
1454,Getriebeschaden,-3.0,,,,N_lemma
1455,hineinkrachen,-3.0,,,,V_lemma
1456,Frontalzusammenstoß,-3.0,,,,N_lemma
1457,Karambolage,-3.0,,,,N_lemma
1458,stinksauer,-3.0,,,,
1459,stinkwütend,-3.0,,,,
1460,Stinkstiefel,-3.0,,,,N_lemma
1461,angefressen,-3.0,,,,
1462,übel,-3.0,,,,
1463,kotzübel,-4.0,,,,
1464,trottelig,-3.0,,,,
1465,trottelhaft,-3.0,,,,
1466,Ramsch,-3.0,,,,N_lemma
1467,Schrott,-3.0,,,,N_lemma
1468,schrottig,-3.0,,,,
1469,Schrottkübel,-3.0,,,,N_lemma
1470,Rostschüssel,-3.0,,,,N_lemma
1471,Totalausfall,-3.0,,,,N_lemma
1472,Leistungsabfall,-3.0,,,,N_lemma
1473,verschalten,-3.0,,,,
1474,verbremsen,-2.0,,,,
1475,wohlfühlen,3.0,,,from here on: additions Sep 28 2011,V_lemma
1476,prima,3.0,,,,
1477,souverän,2.0,,,,A_lemma
1478,wunderschön,3.0,,,,A_lemma
1479,unzufrieden,-2.0,,,,A_lemma
1480,Unzufriedenheit,-2.0,,,,N_lemma
1481,herzig,3.0,,,,A_lemma
1482,Viecher,-2.0,,,,N_ff 
1483,Viechern,-2.0,,,,N_ff 
1484,überfordern,-2.0,,,,N_lemma
1485,kreischen,-2.0,,,,V_lemma
1486,fauchen,-2.0,,,,V_lemma
1487,Wunde,-2.0,,,,N_lemma
1488,Blessur,-2.0,,,,N_lemma
1489,Gelächter,2.0,,,,N_lemma
1490,bitterböse,-3.0,,,,A_lemma
1491,idiotisch,-3.0,,,,A_lemma
1492,überflüssig,-2.0,,,,A_lemma
1493,blöd,-2.0,,,,A_lemma
1494,Mißstimmung,-2.0,,,,N_lemma
1495,mißgestimmt,-2.0,,,,A_lemma
1496,streiten,-3.0,,,,V_lemma
1497,beschimpfen,-3.0,,,,V_lemma
1498,unsinnig,-3.0,,,,A_lemma
1499,gefährlich,-3.0,,,,A_lemma
1500,erbärmlich,-3.0,,,,A_lemma
1501,Mangelerscheinung,-3.0,,,,N_lemma
1502,mangels,-3.0,,,,
1503,toxisch,-3.0,,,,A_lemma
1504,tödlich,-3.0,,,,A_lemma
1505,Tobsuchtsanfall,-3.0,,,,N_lemma
1506,rümpfen,-2.0,,,,V_lemma
1507,verschmähen,-3.0,,,,V_lemma
1508,meckern,-3.0,,,,V_lemma
1509,Querschläger,-2.0,,,,N_lemma
1510,absurd,-2.0,,,,A_lemma
1511,kopfschüttel,-3.0,,,,V_ff
1512,kopfschütteln,-2.0,,,,V_lemma
1513,umgänglich,3.0,,,,A_lemma
1514,putzig,2.0,,,,A_lemma
1515,plaudern,2.0,,,,V_lemma
1516,zusammenfantasieren,-2.0,,,,V_lemma
1517,zusammenfantasier*,-2.0,,,,
1518,Knall,-2.0,,,,N_lemma
1519,Panik,-2.0,,,,N_lemma
1520,Panikmache,-3.0,,,,N_lemma
1521,Panikmacher,-3.0,,,,N_lemma
1522,Panikmacherei,-3.0,,,,N_lemma
1523,Panikmacher*,-3.0,,,,
1524,zurechnungsfähig,-3.0,,,,A_lemma
1525,verstümmeln,-3.0,,,,V_lemma
1526,zufügen,-3.0,,Schaden zufuegen,,V_lemma
1527,Abschreckungseffekt,-3.0,,,,N_lemma
1528,mangeln,-3.0,,,,V_lemma
1529,ahnden,-3.0,,,,V_lemma
1530,fanatisch,-3.0,,,,A_lemma
1531,Fanatik,-3.0,,,,N_lemma
1532,Fanatiker,-3.0,,,,N_lemma
1533,Fanatismus,-3.0,,,,N_lemma
1534,Götzen,-3.0,,,,N_lemma
1535,Abschaum,-3.0,,,,N_lemma
1536,Unterstellung,-3.0,,,,N_lemma
1537,unterstellen,-3.0,,,,V_lemma
1538,Hetzkampagne,-3.0,,,,N_lemma
1539,Gesinnungsgenosse,-3.0,,,,N_lemma
1540,armselig,-3.0,,,,A_lemma
1541,Übergriff,-3.0,,,,N_lemma
1542,Satan,-3.0,,,,N_lemma
1543,Kindstötung,-3.0,,,,N_lemma
1544,Kindesmord,-3.0,,,,N_lemma
1545,Kindsmord,-3.0,,,,N_lemma
1546,Albtraum,-3.0,,,,N_lemma
1547,tot,-3.0,,,,A_lemma
1548,Folterzelle,-3.0,,,,N_lemma
1549,KZ,-4.0,,,,N_lemma
1550,Jude,-3.0,,,,N_lemma
1551,Juden*,-3.0,,,,N_wildcard
1552,Maul,-3.0,,,,N_lemma
1553,malträtieren,-3.0,,,,V_lemma
1554,quälen,-3.0,,,,V_lemma
1555,Bewährungsstrafe,-3.0,,,,N_lemma
1556,Erbrochenes,-3.0,,,,N_lemma
1557,erbrechen,-3.0,,,,V_lemma
1558,Alkoholismus,-3.0,,,,N_lemma
1559,okay,2.0,,,,
1560,Junky,-3.0,,,,N_lemma
1561,Junkies,-3.0,,,,N_ff
1562,hochschrecken,-2.0,,,,V_lemma
1563,mißlich,-3.0,,,,A_lemma
1564,kopflos,-3.0,,,,A_lemma
1565,müllen,-3.0,,,,V_lemma
1566,müllst,-3.0,,,,V_ff
1567,zumüll*,-3.0,,,,
1568,zugemüll*,-3.0,,,,
1569,sülzen,-3.0,,,,V_lemma 
1570,zumüllen,-2.0,,,,V_lemma
1571,monieren,-2.0,,,,V_lemma
1572,Troll,-2.0,,,,N_lemma
1573,trollen,-2.0,,Usenet jargon,,V_lemma 
1574,Trolls,-2.0,,Usenet jargon,,N_ff
1575,Todesstoß,-3.0,,,,N_lemma
1576,Schlampe,-2.0,,,,N_lemma
1577,Babyficker,-3.0,,,,N_lemma
1578,diffamieren,-3.0,,,,V_lemma
1579,tätlich,-3.0,,,,A_lemma
1580,Hinrichtung,-3.0,,,,N_lemma
1581,plonk,-3.0,,Usenet jargon,,
1582,killfile,,,Usenet jargon,English,
1583,Pöbel,-3.0,,,,N_lemma
1584,anpöbeln,-3.0,,,,V_lemma 
1585,angepöb*,-3.0,,,,V_wildcard
1586,Populismus,-2.0,,,,N_lemma
1587,Populist,-2.0,,,,N_lemma
1588,bullshit,-3.0,,English,English,N_lemma
1589,demagog*,-3.0,,,,
1590,Irrlehre,-2.0,,,,N_lemma
